
Similarity Threshold,Article ID,Title,Journal,Authors,Affiliations,Keywords,Cluster to which the article was assigned,Number of articles in the selected cluster,Cluster ultimately selected in Phase 2 matching,Status of ReCiter's determination for this article with respect to reference standard
0.3,24331954,"The chronostratigraphy of the Haua Fteah cave (Cyrenaica, northeast Libya).",Journal of human evolution,"Katerina null Douka, Zenobia null Jacobs, Christine null Lane, Rainer null Gra¼n, Lucy null Farr, Chris null Hunt, Robyn H Inglis, Tim null Reynolds, Paul null Albert, Maxime null Aubert, Victoria null Cullen, Evan null Hill, Leslie null Kinsley, Richard G Roberts, Emma L Tomlinson, Sabine null Wulf, Graeme null Barker, 24331954 null 24331954, ","Research Laboratory for Archaeology and the History of Art, University of Oxford, Dyson Perrins Building, South Parks Road, Oxford OX1 3QY, UK. Electronic address: katerina.douka@rlaha.ox.ac.uk., Centre for Archaeological Science, School of Earth and Environmental Sciences, University of Wollongong, Wollongong, NSW 2522, Australia. Electronic address: zenobia@uow.edu.au., Research Laboratory for Archaeology and the History of Art, University of Oxford, Dyson Perrins Building, South Parks Road, Oxford OX1 3QY, UK. Electronic address: Christine.lane@rlaha.ox.ac.uk., Research School of Earth Sciences, Australian National University, Canberra 0200, Australia. Electronic address: rainer.grun@anu.edu.au., McDonald Institute for Archaeological Research, University of Cambridge, Cambridge CB2 3ER, UK. Electronic address: lrf24@cam.ac.uk., School of Geography, Archaeology and Palaeoecology, Queen's University Belfast, Belfast BT7 1NN, Ireland. Electronic address: c.hunt@qub.ac.uk., Department of Archaeology, University of York, King's Manor, York YO1 7EP, UK. Electronic address: robyn.inglis@york.ac.uk., Department of History, Classics and Archaeology, Birkbeck College, University of London, 26 Russell Square, London WC1B 5DQ, UK. Electronic address: te.reynolds@bbk.ac.uk., Department of Earth Sciences, Royal Holloway University of London, Egham TW20 0EX, UK. Electronic address: pgalbert17@googlemail.com., Centre for Archaeological Science, School of Earth and Environmental Sciences, University of Wollongong, Wollongong, NSW 2522, Australia. Electronic address: maubert@uow.edu.au., Research Laboratory for Archaeology and the History of Art, University of Oxford, Dyson Perrins Building, South Parks Road, Oxford OX1 3QY, UK. Electronic address: victoria.cullen@keble.ox.ac.uk., School of Geography, Archaeology and Palaeoecology, Queen's University Belfast, Belfast BT7 1NN, Ireland. Electronic address: ehill08@qub.ac.uk., Research School of Earth Sciences, Australian National University, Canberra 0200, Australia. Electronic address: leslie.kinsley@anu.edu.au., Centre for Archaeological Science, School of Earth and Environmental Sciences, University of Wollongong, Wollongong, NSW 2522, Australia. Electronic address: rgrob@uow.edu.au., Department of Geology, Trinity College Dublin, Dublin 2, Ireland; Department of Earth Sciences, Royal Holloway University of London, Egham TW20 0EX, UK. Electronic address: tomlinse@tcd.ie., GFZ German Research Centre for Geosciences, Section 5.2 - Climate Dynamics and Landscape Evolution, Telegrafenberg, D-14473 Potsdam, Germany. Electronic address: swulf@gfz-potsdam.de., McDonald Institute for Archaeological Research, University of Cambridge, Cambridge CB2 3ER, UK. Electronic address: gb314@cam.ac.uk., University of Oxford University of Oxford Oxford University Oxford United Kingdom University of Wollongong University of Wollongong Wollongong Australia Australian National University Australian National University Canberra Australia University of Cambridge University of Cambridge Cambridge United Kingdom Queen's University Belfast Queen's University The Queen's University of Belfast Queen's University Belfast Queen's University of Belfast Belfast United Kingdom University of York University of York York United Kingdom Birkbeck University of London University of London Birkbeck College London United Kingdom Royal Holloway University of London University of London Royal Holloway University of London Egham United Kingdom Trinity College Dublin Trinity College Trinity College Dublin Dublin Ireland Deutsches GeoForschungsZentrum (GFZ) GeoForschungsZentrum Potsdam GFZ German Research Centre for Geosciences Potsdam Germany ","Dating,Hominin dispersals,Neolithisation,North Africa,Archaeology,Bayes Theorem,Caves,Chronology as Topic,Electron Spin Resonance Spectroscopy,Fossils,Geologic Sediments,Humans,Luminescent Measurements,Radiometric Dating,",10,8,No,True Negative
0.3,23412901,The effect of posture on asynchronous chest wall movement in COPD.,"Journal of applied physiology (Bethesda, Md. : 1985)","Rita null Priori, Andrea null Aliverti, Andra© L Albuquerque, Marco null Quaranta, Paul null Albert, Peter m a null Calverley, 23412901 null 23412901, ","Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milano, Italy. rita.priori@mail.polimi.it, Politecnico di Milano Politecnico di Milano Milan Italy Universidade Federal de Sao Paulo Federal University of Sao Paulo Universidade Federal de SÃ£o Paulo Federal University of SÃ£o Paulo Sao Paulo Brazil University Hospital Aintree University Hospital Aintree Liverpool United Kingdom ","Aged,Biomechanical Phenomena,Case-Control Studies,Diaphragm,Forced Expiratory Volume,Humans,Lung,Middle Aged,Movement,Plethysmography,Posture,Pulmonary Disease, Chronic Obstructive,Severity of Illness Index,Supine Position,Thoracic Wall,Vital Capacity,",10,8,No,True Negative
0.3,22826222,Volcanic ash layers illuminate the resilience of Neanderthals and early modern humans to natural hazards.,Proceedings of the National Academy of Sciences of the United States of America,"John null Lowe, Nick null Barton, Simon null Blockley, Christopher Bronk Ramsey, Victoria L Cullen, William null Davies, Clive null Gamble, Katharine null Grant, Mark null Hardiman, Rupert null Housley, Christine S Lane, Sharen null Lee, Mark null Lewis, Alison null Macleod, Martin null Menzies, Wolfgang null Ma¼ller, Mark null Pollard, Catherine null Price, Andrew P Roberts, Eelco J Rohling, Chris null Satow, Victoria C Smith, Chris B Stringer, Emma L Tomlinson, Dustin null White, Paul null Albert, Ilenia null Arienzo, Graeme null Barker, Dusan null Boric, Antonio null Carandente, Lucia null Civetta, Catherine null Ferrier, Jean-luc null Guadelli, Panagiotis null Karkanas, Margarita null Koumouzelis, Ulrich C Ma¼ller, Giovanni null Orsi, Ja¶rg null Pross, Mauro null Rosi, Ljiljiana null Shalamanov-korobar, Nikolay null Sirakov, Polychronis C Tzedakis, 22826222 null 22826222, ","Department of Geography, Royal Holloway University of London, Surrey, United Kingdom. j.lowe@rhul.ac.uk, Royal Holloway University of London University of London Royal Holloway University of London Egham United Kingdom University of Oxford University of Oxford Oxford University Oxford United Kingdom University of Southampton University of Southampton Southampton United Kingdom The Natural History Museum, London The Natural History Museum British Museum (Natural History) Natural History Museum London United Kingdom Australian National University Australian National University Canberra Australia Osservatorio Vesuviano Osservatorio Vesuviano Napoli Italy University of Cambridge University of Cambridge Cambridge United Kingdom Cardiff University Cardiff University University of Wales Cardiff United Kingdom Universita degli Studi di Napoli Federico II University of Naples Federico II Naples Italy Universite Bordeaux 1 UniversitÃ© Bordeaux I UniversitÃ© Bordeaux 1 UniversitÃ© de Bordeaux I Talence France Ephoreia of Palaeoanthropology-Speleology of Southern Greece Ephoreia of Palaeoanthropology-Speleology of Southern Greece Ephoreia of Palaeoanthropology-Speleology Athens Greece Johann Wolfgang Goethe Universitat Frankfurt am Main Frankfurt am Main Germany Universita di Pisa UniversitÃ  di Pisa University of Pisa Pisa Italy Archaeological Museum of Macedonia National Institution Museum of Macedonia NI Museum of Macedonia Archaeological Museum of Macedonia Skopje Macedonia Bulgarian Academy of Sciences Bulgarian Academy of Sciences Bulgarian Acad of Sciences Sofia Bulgaria UCL University College London University College London United Kingdom ","Animals,Archaeology,Climate,Fossils,Hominidae,Humans,Mass Spectrometry,Microscopy, Electron, Scanning,Neanderthals,Volcanic Eruptions,",10,8,No,True Negative
0.3,22696176,Bronchodilator responsiveness as a phenotypic characteristic of established chronic obstructive pulmonary disease.,Thorax,"Paul null Albert, Alvar null Agusti, Lisa null Edwards, Ruth null Tal-singer, Julie null Yates, Per null Bakke, Bartolome R Celli, Harvey O Coxson, Courtney null Crim, David A Lomas, William null Macnee, Bruce null Miller, Stephen null Rennard, Edwin K Silverman, Ja¸rgen null Vestbo, Emiel null Wouters, Peter null Calverley, 22696176 null 22696176, ","School of Ageing and Chronic Disease, University Hospital Aintree, Lower Lane, Liverpool, UK., University Hospital Aintree University Hospital Aintree Liverpool United Kingdom Institut d'Investigacions BiomÃ¨diques August Pi i Sunyer - IDIBAPS IDIBAPS Barcelona Spain Centro de Investigacion Biomedica en Red de Enfermedades Respiratorias CIBER de Enfermedades Respiratorias CIBER Enfermedades Respiratorias Illes Balears Spain GlaxoSmithKline, USA GlaxoSmithKline, USA Philadelphia United States GlaxoSmithKline GlaxoSmithKline Brentford United Kingdom Universitetet i Bergen University of Bergen Bergen Norway Helse Bergen Haukeland University Hospital Oslo University Hospital Haukeland University Hospital Bergen Norway Brigham and Women's Hospital Brigham and Women's Hospital Boston United States The University of British Columbia University of British Columbia Vancouver Canada Cambridge Institute for Medical Research University of Cambridge Cambridge United Kingdom University of Edinburgh University of Edinburgh Edinburgh United Kingdom University of Nebraska Medical Center Univ. of Nebraska Medical Center University of Nebraska Medical Center Omaha United States Kobenhavns Universitet University of Copenhagen Copenhagen Denmark University of Manchester University of Manchester Manchester United Kingdom Maastricht University University of Maastricht Maastricht University University of Limburg Maastricht Netherlands ","Adult,Aged,Albuterol,Bronchodilator Agents,Female,Forced Expiratory Volume,Humans,Longitudinal Studies,Male,Middle Aged,Phenotype,Prognosis,Prospective Studies,Pulmonary Disease, Chronic Obstructive,Pulmonary Emphysema,Smoking,Spirometry,Treatment Outcome,Vital Capacity,",10,8,No,True Negative
0.3,22118987,Physical activity monitoring in COPD: compliance and associations with clinical characteristics in a multicenter study.,Respiratory medicine,"Benjamin null Waschki, Martijn A Spruit, Henrik null Watz, Paul S Albert, Dinesh null Shrikrishna, Miriam null Groenen, Cayley null Smith, William D-c Man, Ruth null Tal-singer, Lisa D Edwards, Peter m a null Calverley, Helgo null Magnussen, Michael I Polkey, Emiel f m null Wouters, 22118987 null 22118987, ","Pulmonary Research Institute at Hospital Grosshansdorf, Center for Pneumology and Thoracic Surgery, Woehrendamm 80, D-22927 Grosshansdorf, Germany. b.waschki@pulmoresearch.de, Krankenhaus Grosshansdorf Hospital Grosshansdorf Krankenhaus GroÃŸhansdorf Krankenhaus Grosshansdorf Grosshansdorf Germany CIRO+ CIRO+ Maastricht Netherlands University Hospital Aintree University Hospital Aintree Liverpool United Kingdom Royal Brompton Hospital Royal Brompton Hospital Brompton Hospital London United Kingdom GlaxoSmithKline GlaxoSmithKline Brentford United Kingdom University Hospital Maastricht Maastricht University Medical Center University Hospital Maastricht Maastricht Netherlands ","Aged,Anthropometry,Case-Control Studies,Female,Forced Expiratory Volume,Humans,Male,Middle Aged,Monitoring, Ambulatory,Motor Activity,Patient Compliance,Prospective Studies,Pulmonary Disease, Chronic Obstructive,Severity of Illness Index,Time Factors,Vital Capacity,",10,8,No,True Negative
0.3,21868466,"Risk of misdiagnosis, health-related quality of life, and BMI in patients who are overweight with doctor-diagnosed asthma.",Chest,"Stephen null Scott, Jacqueline null Currie, Paul null Albert, Peter null Calverley, John p h null Wilding, 21868466 null 21868466, ","Department of Respiratory Medicine, Countess of Chester Hospital, Chester, England. stephenscott2@nhs.net, University Hospital Aintree University Hospital Aintree Liverpool United Kingdom ","Adult,Asthma,Body Mass Index,Bronchodilator Agents,Comorbidity,Diagnostic Errors,Female,Health Surveys,Humans,Lung,Male,Middle Aged,Overweight,Quality of Life,Questionnaires,Respiratory Function Tests,Risk Factors,Severity of Illness Index,",10,8,No,True Negative
0.3,18555897,A PEACE-ful solution to COPD exacerbations?,Lancet,"Paul null Albert, Peter null Calverley, ","School of Clinical Sciences, University of Liverpool, Liverpool L9 7AL, UK., ","Adrenal Cortex Hormones,Bronchodilator Agents,Carbocysteine,China,Expectorants,Humans,Pulmonary Disease, Chronic Obstructive,Treatment Outcome,",10,8,No,True Negative
0.3,22229017,Pre-Clinical Assessment of Lu-Labeled Trastuzumab Targeting HER2 for Treatment and Management of Cancer Patients with Disseminated Intraperitoneal Disease.,"Pharmaceuticals (Basel, Switzerland)","Geoffrey L Ray, Kwamena E Baidoo, Lanea m m null Keller, Paul S Albert, Martin W Brechbiel, Diane E Milenic, ","Radioimmune , ",",",11,7,No,True Negative
0.3,20127951,Improved efficacy of alpha-particle-targeted radiation therapy: dual targeting of human epidermal growth factor receptor-2 and tumor-associated glycoprotein 72.,Cancer,"Diane E Milenic, Erik D Brady, Kayhan null Garmestani, Paul S Albert, Alia null Abdulla, Martin W Brechbiel, ","Radioimmune and Inorganic Chemistry Section, Radiation Oncology Branch, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA., ","Alpha Particles,Animals,Antibodies, Monoclonal,Antibodies, Neoplasm,Antigens, Neoplasm,Cell Line, Tumor,Colonic Neoplasms,Female,Glycoproteins,Humans,Mice,Mice, Nude,Radioimmunotherapy,Receptor, ErbB-2,Xenograft Model Antitumor Assays,",11,7,No,True Negative
0.3,18698028,Multimodality therapy: potentiation of high linear energy transfer radiation with paclitaxel for the treatment of disseminated peritoneal disease.,Clinical cancer research : an official journal of the American Association for Cancer Research,"Diane E Milenic, Kayhan null Garmestani, Erik D Brady, Kwamena E Baidoo, Paul S Albert, Karen J Wong, Joseph null Flynn, Martin W Brechbiel, ","Radioimmune and Inorganic Chemistry Section, Radiation Oncology Branch, Center for Cancer Research, National Cancer Institute, NIH, Bethesda, Maryland, USA. dm71q@nih.gov, ","Animals,Antibodies, Monoclonal,Antibodies, Monoclonal, Humanized,Combined Modality Therapy,Female,Humans,Immunoglobulin G,Mice,Mice, Nude,Neoplasms, Experimental,Paclitaxel,Peritoneal Neoplasms,Radiation-Sensitizing Agents,Radioimmunotherapy,Xenograft Model Antitumor Assays,",11,7,No,True Negative
0.3,17363549,Potentiation of high-LET radiation by gemcitabine: targeting HER2 with trastuzumab to treat disseminated peritoneal disease.,Clinical cancer research : an official journal of the American Association for Cancer Research,"Diane E Milenic, Kayhan null Garmestani, Erik D Brady, Paul S Albert, Alia null Abdulla, Joseph null Flynn, Martin W Brechbiel, ","Radioimmune and Inorganic Chemistry Section, Radiation Oncology Branch and Biometric Research Branch, National Cancer Institute, Bethesda, MD 20892, USA. dm71q@nih.gov, ","Animals,Antibodies, Monoclonal,Antibodies, Monoclonal, Humanized,Antineoplastic Agents,Carcinoma,Deoxycytidine,Female,Humans,Lead Radioisotopes,Linear Energy Transfer,Mice,Mice, Nude,Peritoneal Neoplasms,Radiation-Sensitizing Agents,Radioimmunotherapy,Receptor, ErbB-2,Survival Analysis,Treatment Outcome,Tumor Cells, Cultured,Xenograft Model Antitumor Assays,",11,7,No,True Negative
0.3,16248771,Alpha-particle radioimmunotherapy of disseminated peritoneal disease using a (212)Pb-labeled radioimmunoconjugate targeting HER2.,"Cancer biotherapy ","Diane E Milenic, Kayhan null Garmestani, Erik D Brady, Paul S Albert, Dangshe null Ma, Alia null Abdulla, Martin W Brechbiel, ","Radioimmune and Inorganic Chemistry Section, Radiation Oncology Branch, National Cancer Institute, National Institutes of Health, 10 Center Drive, MSC-1088, Building 10, Bethesda, MD 20892, USA. dm71q@nih.gov, ","Alpha Particles,Animals,Antibodies, Monoclonal,Antibodies, Monoclonal, Humanized,Cell Line, Tumor,Flow Cytometry,Genes, erbB-2,Humans,Immunoconjugates,Lead Radioisotopes,Maximum Tolerated Dose,Mice,Neoplasm Transplantation,Peritoneal Diseases,Radioimmunoassay,Radioimmunotherapy,Receptor, ErbB-2,Time Factors,",11,7,No,True Negative
